Row_num,Country,Year,Disease Name,Country_pop,Incidence Rate mn (%),Prevalence rate (%),Mortality Rate per 100 people (%),Population affected,Pop_affected(Male),Pop_affected(Female),Ages 0-18 (%),Ages 19-35 (%),Ages 36-60 (%),Ages 61+ (%),Pop_affected_U (%),Pop_affected_R (%),Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment type,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Average Annual Treatment Cost (USD),Availability of Vaccines/Treatment,Composite Health Index (CHI),Per Capita Income (USD),Education Index,Urbanization Rate (%)
2588,T?u?r?k?e?y?,2002.00,Asthma,67048795,0.13,'2.17,0,87163,39049,48114,'29,'26,'25,'20,66,34,65.01,1.18,2.98,Medication,98.95,10.43,,'242,High,67.3,'3583.2,0.53,66
2589,Nigeria,2018.00,Hepatitis,204938755,1,'6.4,0.12,2049388,1301361,748027,'9,'16,'37,'38,50,51,20.09,0.53,0.47,Medication,82.82,29.93,-9.8,'58,Medium,33.2,'2057.87,0.51,49.5
2590,G%rmany,2016.00,Asthma,82348669,0.94,'13.41,0.11,774077,351431,422646,'18,'22,'32,'27,77,23,75.16,3.83,11.63,Medication,68.27,56.77,1.37,'1505,High,82.7,'42747.46,0.94,77.1
2591,USA,2017.00,Dengue,326608609,0,'0,0,6811,3446,3365,'25,'35,'30,'11,82,18,88.17,3.24,6.71,Medication,82.23,0,-13.45,'2814,Medium,67.2,'59036.2,0.91,81.9
2592,South Korea,2011.00,Hypertension,49936638,0.53,'5.9,0.02,264664,140537,124127,'3,'8,'35,'54,80,20,84.11,3.91,2.79,Medication,73.86,27.45,-20.76,'1983,High,75.9,'26606.27,0.86,79.9
2593,T?u?r?k?e?y?,2016.00,Tub?rculosis,79277962,0.09,'0.71,0.01,71350,44023,27327,'22,'25,'30,'24,73,27,53.11,1.93,4.26,Medication,83.21,4.09,23.55,'406,Medium,51.1,'10651.08,0.77,73
2594,France,2021.00, Ebola ,67842811,0.01,'0,0,4845,2485,2360,'4,'25,'40,'31,80,20,72.21,4.68,2.64,Therapy,71.6,0,-17.52,'26662,Medium,46.2,'43437.82,0.83,80.2
2595,Can@da,2002.00, Ebola ,31359199,0.01,'0,0,2355,1166,1189,'9,'25,'37,'29,77,23,85.02,3.91,6.25,Medication,75.17,0,,'17911,None,43.2,'24104.48,0.86,77.3
2596,Argentina,2012.00,Asthma,42161721,0.72,'8.31,0.08,303564,141461,162103,'27,'25,'25,'23,91,9,50.08,1.34,3.97,Medication,67.21,43.79,2.69,'42,Medium,50.4,'13790.49,0.84,90.6
2597,Australia,2004.00,Leprosy,19932722,0.01,'0,,1036,631,405,'8,'20,'43,'29,84,16,77.04,3.36,9.36,Medication,75.66,0,,'7498,medium,66.9,'33950.56,0.88,84.4
2598,China,2014.00,COVID-19,1371860000,2.71,'3.72,0.01,37177406,20447573,16729833,'15,'25,'30,'30,51,49,69.09,1.55,1.18,Medication,89.04,31.29,40.13,'939,None,31.5,'7547.54,0.62,51.4
2599,Argentina,2006.00,Influen&za,39622115,11.95,'14.97,0.03,4734843,2428974,2305869,'28,'26,'30,'16,90,10,63.04,2.48,2.89,Vaccination,84.37,134.75,-9.23,'13,High,60.8,'5915.67,0.79,89.8
2600,Saudi Arabia,2021.00,Diabetes,30784383,0.38,'7.31,0.07,116981,63053,53928,'1,'15,'40,'44,84,16,66.14,1.09,4.8,Medication,53.07,32.53,-38.87,'2754,High,60.9,'27903.01,0.8,84.3
2601,T?u?r?k?e?y?,2003.00,Alzheimer's Disease,67831730,,,,,,,,,,,,,57.02,1.35,4.51,Medication,73.23,0,,'5266,Low,38.9,'4637.88,0.53,66.5
2602,India,2021.00,Leprosy,1414203896,0.08,'0.65,,1131363,713890,417473,'14,'21,'40,'25,35,65,28.11,0.44,0.46,Medication,90.73,3.41,4.52,'1915,Low,31.1,'2257.37,0.55,35
2603,T?u?r?k?e?y?,2024.00,Diabetes,85518661,0.56,'9.1,0.08,478905,251425,227480,'5,'14,'40,'41,77,23,54.16,1.89,2.23,Medication,53.89,36.59,-26.8,'1939,Medium,48,,,77
2604,?r?zil,2010.00,Malaria,193701929,0,'0,0,1143,620,523,'38,'30,'25,'7,84,17,70.07,2,2.76,Medication,81.36,0,-1.76,'66,High,60.7,'11403.28,0.61,83.5
2605,G%rmany,2007.00,Hypertension,82266372,1.05,'15.13,0.08,863797,440536,423261,'1,'6,'40,'52,76,24,81.07,4.74,4.32,Medication,85.41,61.52,11.43,'1691,High,82.1,'42855.09,0.92,75.9
2606,Nigeria,2005.00,Hypertension,145017253,0.65,'6.63,0.07,942612,508068,434544,'8,'10,'36,'47,40,60,41.03,0.74,1.31,Medication,59.39,32.24,0.27,'11,Medium,40.4,'1214.57,0.42,39.8
2607,Argentina,2001.00,Rabies,37624825,0,'0,0,508,328,180,'19,'26,'35,'20,89,11,59.01,1.27,4.58,Medication,78.4,0.09,,'32,Medium,50.5,'7743.15,0.75,89.1
2608,?r?zil,2013.00,Asthma,198478299,0.66,'8.8,0.03,1309957,627469,682488,'27,'25,'25,'23,84,16,58.09,1.82,2.44,Medication,69.36,35.61,-6.26,'46,Medium,52.4,'12458.89,0.67,84.3
2609,France,2014.00,Leprosy,66312067,0.01,'0,,4554,2737,1817,'6,'20,'44,'30,79,21,75.14,4.62,6.99,Medication,80.09,0,26.05,'9911,Medium,67.4,'42806.51,0.8,79.1
2610,Indonesia,2007.00,Malaria,237062337,22.56,'25.22,0.2,53481263,29147288,24333975,'38,'30,'25,'7,47,53,26.04,0.16,1.08,Medication,65.41,264.86,-14.66,'140,Low,26.1,'1941.23,0.57,46.6
2611,Indonesia,2017.00,HIV/A!DS,267346658,0.08,'0.7,0.01,213877,125332,88545,'11,'30,'35,'24,53,47,35.09,0.38,0.84,Medication,92.26,2.96,-2.89,'113,Medium,34.7,'3798.88,0.66,53.1
2612,Indonesia,2018.00,HIV/A!DS,269951846,0.29,'2.08,0.02,782860,460322,322538,'11,'30,'35,'24,54,46,28.09,0.45,0.6,Medication,98.6,10.26,7.38,'120,Medium,33.9,'3860.95,0.66,53.7
2613,India,2018.00,Measles,1374659064,0.11,'0.13,0,1512125,815035,697090,'54,'21,'8,'17,34,66,33.09,0.68,1.23,Medication,73.14,1.15,-20.34,'9,High,43.6,'2010.34,0.53,33.8
2614,T?u?r?k?e?y?,2018.00,Parkinson's Disease,81407204,,,,,,,,,,,,,59.12,1.71,4.67,Medication,81.76,0,-10.96,'9354,Low,41.8,'9227.78,0.78,74
2615,Japan,2021.00,Asthma,125681593,0.76,'9.87,0.04,955180,443204,511976,'17,'22,'33,'28,92,8,72.21,3.74,5.65,Medication,98.54,42.64,13.51,'2103,High,81.1,'40059.26,0.85,91.8
2616,Can@da,2011.00,Asthma,34339221,0.14,'2.44,0.01,48075,21874,26201,'21,'25,'29,'25,79,21,92.11,4.32,5.46,Medication,84.56,9.76,-9.28,'1218,High,85.7,'51897.07,0.88,78.9
2617,Australia,2000.00,Measles,19028802,4.28,'5.91,0.02,814433,411289,403144,'49,'20,'10,'21,84,16,70,3.01,3.04,Medication,88.75,46.27,,'575,medium,57.9,'21436.3,0.88,84
2618,Japan,2014.00,Polio,127276000,0.01,'0,0,9898,5048,4850,'34,'18,'17,'32,92,8,71.14,2.86,9.61,Vaccination,61.1,0,-3.84,'363,High,68.9,'38411.83,0.85,91.6
2619,It@l¥,2020.00, Ebola ,59438851,0.01,'0,0,3871,2040,1831,'2,'22,'43,'33,70,30,74.2,4.02,4.56,Therapy,58.57,0,-40.57,'24405,Medium,45.4,'31837.64,0.82,70
2620,Russia,2004.00,COVID-19,144067316,1.91,'2.51,0.02,2751686,1491414,1260272,'17,'25,'30,'28,73,27,53.03,1.91,4.21,Medication,81.89,24.34,,'937,None,31,'4110.24,0.8,73.3
2621,France,2007.00,Diabetes,64016890,0.97,'12.93,0.07,620964,320417,300547,'2,'15,'43,'40,78,22,79.07,2.57,3.12,Medication,57.02,46.93,-25.61,'1931,High,67.5,'41194.53,0.78,78.1
2622,South Africa,2021.00,Rabies,61502603,0.01,'0.01,0,6150,4188,1962,'16,'24,'35,'25,66,34,53.14,2.17,1.92,Medication,73.36,0.15,-15.49,'138,Medium,46.8,'6830.89,0.78,66
2623,China,2016.00,Tub?rculosis,1387790000,0.1,'0.54,0.01,1387790,842389,545401,'20,'25,'30,'25,54,46,73.11,1.7,1.15,Medication,62.01,2.44,-7.93,'323,High,55,'8000.64,0.65,53.6
2624,?r?zil,2023.00,Dengue,211140729,7.36,'10.58,0.05,15539958,8313878,7226080,'31,'34,'25,'10,87,13,56.15,1.97,1.95,Medication,81.74,81.97,-9.02,'152,Medium,48.6,'10377.59,,86.8
2625,Saudi Arabia,2011.00,Zika,25091867,0.01,'0,0,1630,789,841,'21,'30,'10,'39,82,18,54.07,2.09,4.74,Medication,81.72,0,-12.33,'345,None,32.2,'25919.09,0.68,81.8
2626,South Africa,2013.00,Tub?rculosis,54678791,0.67,'5.97,0.1,366348,229700,136648,'22,'25,'30,'23,63,37,68.09,2.49,3.35,Medication,85.05,25.25,14.95,'44,High,62.9,'7327.97,0.72,62.9
2627,USA,2001.00,Dengue,284968955,0,'0,0,10874,5285,5589,'29,'35,'27,'9,79,21,92.01,4.67,3.44,Medication,68.87,0,,'1570,Medium,65.3,'37223.66,0.87,79.2
2628,India,2018.00,Rabies,1374659064,0.01,'0,0,102062,69810,32252,'19,'26,'35,'20,34,66,28.09,0.53,0.48,Medication,61.6,0.1,-32.91,'57,Low,26.2,'2010.34,0.53,33.8
2629,Russia,2006.00,Rabies,143049637,0.01,'0.01,0.01,14305,9341,4964,'17,'25,'35,'23,73,27,55.04,1.18,3.07,Medication,56.08,0.25,-39.67,'67,Medium,43.1,'6936.87,0.8,73.5
2630,Russia,2023.00,Cancer,143826130,0.1,'1.3,0.01,143826,74933,68893,'3,'10,'35,'52,75,25,75.15,2.02,3.54,Surgery,68.34,6.48,-23.93,'13155,High,54.1,'13809.21,,74.8
2631,United Kingdom,2013.00,Leprosy,64139000,0.01,'0,,3496,2105,1391,'6,'20,'40,'34,82,18,,,,Medication,67.72,0,-8.47,'10788,Low,17.6,'43250.19,0.92,81.7
2632,Russia,2009.00,HIV/A!DS,142785348,0.05,'0.29,0.01,71393,39909,31484,'11,'30,'35,'24,74,26,54.06,1.79,1.8,Therapy,75.66,1.49,44.39,'903,Medium,41.1,'8581.52,0.8,73.7
2633,Mex!co,2015.00,Cholera,121072306,0,'0,0,5931,3179,2752,'27,'30,'25,'18,78,23,67.1,1.17,4.92,Medication,85.67,0,61.92,'152,Medium,54.1,'10021.24,0.68,77.5
2634,India,2016.00,Influen&za,1343944296,12.1,'17.87,0.02,162617260,87488086,75129174,'29,'26,'30,'14,33,67,36.08,0.3,0.7,Medication,52.75,170.21,-21.68,'9,Medium,31.8,'1704.38,0.53,33.1
2635,Mex!co,2014.00,Hypertension,119784261,1.79,'24.21,0.1,2144138,1151402,992736,'4,'8,'35,'53,77,23,58.09,2.51,2.64,Medication,73.25,107.67,15.28,'198,Medium,55.6,'11391.38,0.67,77.2
2636,Australia,2005.00,Rabies,20176844,0.01,'0,0,1520,1002,518,'13,'25,'38,'25,85,16,92.05,3.51,5.57,Medication,73.14,0.02,23.48,'1192,medium,65.8,'37613.6,0.89,84.5
2637,It@l¥,2000.00,COVID-19,56942108,4.17,'4.48,0.02,2374486,1270350,1104136,'13,'24,'34,'29,67,33,87,3.62,3.04,Medication,86.48,40.43,,'3144,None,41.2,'20073.64,0.71,67
2638,Can@da,2003.00,Alzheimer's Disease,31642461,,,,,,,,,,,,,80.03,3.74,11.85,Therapy,75.29,0,,'21517,Medium,61.8,'28131.21,0.86,77.5
2639,Saudi Arabia,2013.00,Hepatitis,27624004,0.06,'0.39,0.01,16574,10276,6298,'1,'15,'35,'49,82,18,55.09,2.24,4.28,Medication,75.85,2.36,2.51,'762,Medium,51.2,'26897.96,0.71,82.3
2640,India,2001.00,Leprosy,1077898575,0.05,'0.41,,538949,338999,199950,'16,'22,'40,'22,27,73,40.01,0.23,0.29,Medication,86.44,1.75,,'904,low,32.8,'455.2,0.37,27.4
2641,Indonesia,2014.00,Measles,258877399,0.63,'0.88,0,1630928,885594,745334,'52,'20,'8,'20,51,49,22.07,0.23,0.98,Medication,91.99,8.16,44.77,'49,High,42.5,'3441.07,0.63,51.1
2642,Saudi Arabia,2015.00, Ebola ,29816382,0.01,'0,0,2086,1053,1033,'5,'25,'35,'35,83,17,74.1,1.16,3.76,Therapy,63.11,0,19.28,'24688,Medium,39.2,'22334.8,0.73,82.8
2643,T?u?r?k?e?y?,2008.00,Cancer,71051678,0.98,'17.37,0.06,696306,347457,348849,'8,'10,'35,'47,69,31,56.05,1.28,3.37,Medication,86.44,63.36,-3.97,'5784,Medium,44,'10766.12,0.56,69
2644,It@l¥,2013.00,Rabies,60311613,0,'0,0,2652,1737,915,'9,'23,'42,'27,69,31,82.13,3.21,9.26,Medication,68.98,0.06,-6.77,'776,Medium,66.6,'35500.22,0.78,69
2645,South Africa,2022.00,Diabetes,62378410,0.74,'12.64,0.09,461600,251572,210028,'6,'14,'40,'40,66,34,59.15,1.12,4.05,Medication,96.36,50.65,35.03,'74,Medium,58.5,'6496.97,0.78,66.4
2646,Saudi Arabia,2020.00,Zika,31552510,0.01,'0,0,1806,892,914,'19,'30,'10,'41,84,16,69.13,2.28,2.2,Medication,74.02,0,-24.89,'535,Medium,40.4,'23692.89,0.8,84
2647,India,2008.00,Parkinson's Disease,1207930964,,,,,,,,,,,,,25.04,0.18,1.43,Medication,90.03,0,0.02,'1827,Low,27.4,'1049.29,0.45,30
2648,?r?zil,2022.00,Measles,210306415,0.48,'0.64,0,1009471,543095,466376,'51,'19,'8,'22,87,14,65.15,2.45,4.72,Vaccination,63.85,5.45,-10.52,'74,High,60.1,'9281.33,0.71,86.5
2649,Japan,2005.00, Ebola ,127773000,0,'0,0,4145,2039,2106,'7,'24,'40,'30,91,9,92.05,3.81,5.32,Therapy,90.92,0,53.5,'20649,None,45.6,'37771.41,0.83,91.2
2650,USA,2006.00,Measles,298379912,0.87,'1.2,0.01,2595905,1282377,1313528,'48,'20,'11,'22,80,20,92.06,4.5,2.32,Vaccination,56.31,11.41,-39.42,'1053,High,68.3,'46247.69,0.88,80
2651,United Kingdom,2010.00,HIV/A!DS,62766365,0.06,'0.29,0.01,37660,20675,16985,'7,'30,'35,'29,81,19,,,,Therapy,77.14,1.82,-6.86,'2051,Medium,21.9,'39448.05,0.9,81.3
2652,Australia,2023.00,Tub?rculosis,26652777,0.07,'0.66,0,18657,11623,7034,'13,'25,'35,'26,86,14,84.23,3.41,11.28,Medication,62.68,2.79,-30.23,'3004,High,74.7,'67128.63,,86
2653,Australia,2010.00,Diabetes,22031750,0.73,'12.12,0.04,160832,83793,77039,'2,'15,'44,'40,85,15,83.1,2.79,7.98,Medication,81.28,45.04,-1.86,'2017,High,81.5,'58769.06,0.9,85
2654,South Africa,2012.00,Dengue,53782567,0,'0,0,1642,877,765,'32,'35,'25,'8,63,37,65.08,2.31,2.88,Medication,95.58,0,46.04,'135,Medium,55.7,'8076.91,0.71,62.6
2655,Mex!co,2012.00,Dengue,116818208,8.89,'8.94,0.02,10385139,5348347,5036792,'32,'35,'25,'8,77,23,71.08,1.93,1.69,Medication,75.86,102.81,15.91,'89,Medium,51.1,'10744.13,0.66,76.6
2656,Japan,2012.00,Polio,127629000,0.01,'0,0,7620,3856,3764,'34,'18,'16,'31,91,9,91.12,3.97,7.03,Vaccination,92.54,0,41.39,'330,High,79.5,'49030.31,0.85,91.5
2657,Saudi Arabia,2000.00,Hepatitis,16177722,0.41,'3.02,0.03,66329,40129,26200,'4,'15,'35,'46,79,21,50,1.15,3.3,Medication,51.09,12.42,,'485,medium,41.1,'11714.56,0.57,79
2658,Japan,2017.00,Cancer,126972000,0.34,'5.55,0.05,431705,221465,210240,'1,'7,'42,'49,92,8,87.17,4.63,4.83,Surgery,87.47,22.25,-7.94,'33727,High,67.8,'38805.72,0.85,91.7
2659,Saudi Arabia,2007.00,Alzheimer's Disease,22368313,,,,,,,,,,,,,72.05,1.11,4.79,Medication,91.88,0,19.87,'13727,Low,45.2,'18583.76,0.63,80.8
2660,Mex!co,2002.00,Hypertension,101548624,1.3,'20.5,0.15,1320132,699670,620462,'6,'9,'35,'50,74,26,55.01,1.09,1.83,Medication,67.43,80.44,,'119,Medium,48,'7983.03,0.58,73.6
2661,Argentina,2004.00,Polio,38815916,0,'0,0,1865,957,908,'43,'21,'10,'26,90,10,54.03,1.58,2.61,Medication,64.58,0,,'6,High,52,'4275.25,0.79,89.5
2662,France,2017.00,Hepatitis,66918020,0.28,'2.14,0.04,187370,111860,75510,'1,'15,'40,'44,80,20,71.17,4.21,9.24,Medication,50.68,9.13,-46.66,'1142,High,70.2,'38371.21,0.82,79.6
2663,Nigeria,2023.00,Dengue,227882945,0,'0,0,10196,5445,4751,'34,'36,'27,'3,53,47,48.12,0.57,1.03,Medication,63.77,0,-29.02,'81,Low,32.8,'1645.51,,53.3
2664,It@l¥,2010.00,Parkinson's Disease,59819407,,,,,,,,,,,,,86.1,3.49,6.96,Therapy,54.85,0,-33.77,'12047,Medium,55.8,'35651.36,0.78,68.5
2665,It@l¥,2015.00,Asthma,60229605,0.47,'6.45,0.04,283079,129650,153429,'19,'23,'32,'27,69,31,92.15,5.03,10.14,Medication,87.75,22.93,65.85,'1163,High,94,'30465.02,0.79,69.3
2666,South Africa,2016.00,Cancer,57259551,0.96,'13.64,0.07,549692,291337,258355,'7,'10,'35,'49,64,36,64.11,1.09,1.45,Medication,77.08,55.59,14.45,'5126,Medium,41.7,'5650.89,0.71,64.1
2667,Nigeria,2013.00,Polio,181049443,0.08,'0.08,0.01,144840,76476,68364,'45,'21,'12,'22,46,54,43.07,0.19,1.25,Medication,92.56,0.97,25.1,'8,High,48.5,'2876.54,0.45,45.8
2668,France,2007.00,Measles,64016890,0.99,'1.14,0.01,633767,312447,321320,'47,'20,'11,'22,78,22,83.07,3.19,11.33,Vaccination,78.76,12.5,2.75,'352,High,76.7,'41194.53,0.78,78.1
2669,South Africa,2014.00,Rabies,55594838,0.01,'0,0,3778,2573,1205,'17,'25,'35,'23,63,37,68.09,1.7,3.72,Medication,92.28,0.06,45.23,'100,Medium,55.4,'6851.52,0.74,63.3
2670,Japan,2010.00,Alzheimer's Disease,128070000,,,,,,,,,,,,,84.1,4.39,11.09,Therapy,62.62,0,-24.39,'22667,Medium,62.3,'44927.72,0.84,91.4
2671,It@l¥,2019.00,Alzheimer's Disease,59729081,,,,,,,,,,,,,81.19,5.05,7.41,Therapy,83.22,0,14.05,'31054,Medium,63.3,'33587.26,0.81,69.9
2672,T?u?r?k?e?y?,2005.00,Rabies,69329557,0.01,'0,0,3886,2545,1341,'18,'26,'35,'21,68,33,68.03,2.35,2.85,Medication,55.99,0.05,-5.47,'254,Medium,49.4,'7303.01,0.53,67.5
2673,T?u?r?k?e?y?,2005.00,Dengue,69329557,0,'0,0,3343,1692,1651,'33,'36,'25,'6,68,33,67.03,1.64,2.96,Medication,66.62,0,12.48,'205,Medium,49.3,'7303.01,0.53,67.5
2674,G%rmany,2022.00,Asthma,83797985,0.23,'4.36,0.01,192735,89429,103306,'16,'22,'33,'28,78,22,70.22,4.39,11.43,Medication,76.44,21.36,7.12,'2227,High,84.5,'49515.79,0.96,77.9
2675,G%rmany,2010.00,Polio,81776930,0.01,'0,0,5054,2542,2512,'35,'18,'16,'31,76,24,87.1,3.72,7.67,Vaccination,93.61,0,13.03,'316,High,78.8,'42906.28,0.93,76.3
2676,USA,2018.00,Tub?rculosis,328529577,0.28,'1.57,0.02,919883,562968,356915,'15,'25,'35,'26,82,18,73.18,2.71,6.33,Medication,95.58,7.58,4.09,'5868,High,70.8,'61650.84,0.91,82.1
2677,China,2004.00,Tub?rculosis,1296075000,0.29,'1.56,0.03,3758618,2288998,1469620,'22,'25,'30,'23,40,60,67.03,2.38,3.3,Medication,77.27,8.76,,'200,High,60.9,'1501.69,0.52,40.4
2678,Russia,2019.00,Leprosy,145453291,0,'0,,1957,1223,734,'9,'20,'40,'31,75,25,75.13,1.87,1.67,Medication,73.63,0,0.9,'6019,Medium,51.6,'11554.49,0.85,74.5
2679,China,2014.00,Parkinson's Disease,1371860000,,,,,,,,,,,,,70.09,2.02,3.35,Therapy,76.73,0,20.76,'5388,Low,42.8,'7547.54,0.62,51.4
2680,It@l¥,2024.00,Influen&za,58986023,2.44,'2.77,0.01,1439259,765686,673573,'16,'22,'39,'24,71,29,71.24,4.53,6.81,Medication,63.85,23.21,-13.27,'261,High,70.2,,,70.6
2681,Can@da,2013.00,Dengue,35080992,0.01,'0,0,2023,1036,987,'26,'35,'29,'10,79,21,80.13,4.26,2.73,Medication,63.48,0,-14.2,'1854,Medium,59,'52321.22,0.89,79.2
2682,South Korea,2003.00, Ebola ,47892330,0,'0,0,303,149,154,'12,'25,'35,'28,79,21,88.03,4.64,10.56,Therapy,74.08,0,,'15865,None,49.1,'15332.21,0.81,78.5
2683,South Africa,2004.00,Hypertension,48991421,1.73,'31.67,0.25,847552,453440,394112,'5,'9,'35,'51,60,40,55.03,1.55,2.71,Medication,50.74,161.94,,'34,Medium,47.4,'5221.46,0.67,59.5
2684,South Africa,2005.00,Hypertension,49490033,1.02,'16.8,0.02,504798,271077,233721,'5,'9,'35,'51,60,40,66.03,2.19,2.15,Medication,78.16,60.53,31.96,'32,High,65.2,'5836.88,0.67,59.9
2685,India,2007.00,Polio,1190676021,0.06,'0.06,0.01,714406,371491,342915,'45,'22,'10,'23,30,70,43.04,0.22,0.25,Medication,85.6,0.87,11.68,'5,High,46,'995,0.44,29.7
2686,South Africa,2016.00,Diabetes,57259551,0.29,'3.66,0.03,166053,89669,76384,'7,'15,'40,'39,64,36,75.11,1.81,4.62,Medication,52.46,16.28,-22.11,'51,High,65.4,'5650.89,0.71,64.1
2687,Indonesia,2011.00, Ebola ,249470032,0,'0,0,3895,2049,1846,'12,'25,'35,'28,49,51,37.06,0.7,0.61,Therapy,62.31,0,-33.15,'3905,None,18.6,'3579.46,0.61,49.2
2688,Indonesia,2023.00,HIV/A!DS,281190067,0.19,'1.84,0.03,534261,314680,219581,'11,'29,'35,'25,57,43,31.12,0.31,1.28,Medication,86.01,8.8,-4.26,'151,Medium,33.1,'4876.31,,57
2689,Mex!co,2007.00,Parkinson's Disease,108774360,,,,,,,,,,,,,53.05,1.67,1.93,Medication,63.38,0,-17.31,'4703,Low,34,'10134.33,0.62,75.1
2690,Russia,2016.00,Polio,145015460,0,'0,0,2388,1227,1161,'40,'20,'10,'30,74,26,67.11,1.25,4.63,Vaccination,88.9,0,32,'9,Medium,54.5,'8758.39,0.83,74.3
2691,Australia,2002.00,Cholera,19495210,0,'0,0,404,210,194,'24,'30,'27,'19,84,16,81.02,4.67,8.06,Medication,72.23,0,,'1538,medium,69.2,'22267.44,0.88,84.2
2692,Indonesia,2003.00,Influen&za,225048008,7.3,'9.63,0.07,16428505,8592108,7836397,'29,'26,'30,'16,44,56,47.02,0.3,1.5,Vaccination,62.95,71.95,,'13,Medium,37.7,'1110.73,0.54,44
2693,South Africa,2020.00,Cholera,60562381,2.72,'3.12,0.16,1647297,924134,723163,'26,'29,'25,'20,66,34,57.13,2.26,2.75,Medication,96.53,27.24,-2.05,'128,Medium,53.4,'5585.83,0.74,65.6
2694,USA,2013.00,Zika,316726282,0,'0,0,14946,7249,7697,'21,'30,'14,'35,81,19,84.13,3.74,4.99,Vaccination,67.42,0,-8.88,'1388,None,40.2,'52733.88,0.9,81.2
2695,Can@da,2019.00,Alzheimer's Disease,37618495,,,,,,,,,,,,,95.19,4.27,3.17,Therapy,95.39,0,30.72,'39870,Medium,61.8,'46151.13,0.9,80.2
2696,Argentina,2013.00,Cholera,42582455,0,'0,0,1376,739,637,'27,'30,'25,'18,91,9,50.09,2.5,2.53,Medication,88.36,0,19.42,'136,Medium,50.4,'14403.02,0.84,90.7
2697,G%rmany,2000.00,Polio,82211508,0.01,'0,0,5904,2922,2982,'38,'19,'14,'29,75,25,87,2.77,3.11,Medication,66.11,0,,'252,High,65.1,'24047.02,0.86,75
2698,Argentina,2022.00,Leprosy,45407904,0.01,'0,,2909,1827,1082,'11,'19,'40,'30,92,8,75.15,1.72,4.91,Medication,51.7,0,-27.55,'7246,Medium,51.7,'13935.68,0.87,91.9
2699,South Africa,2008.00,Rabies,51114599,0.01,'0.01,0,5111,3501,1610,'18,'25,'35,'22,61,39,58.05,1.49,1.98,Medication,65.83,0.17,-26.86,'73,Medium,45,'6184.75,0.68,61
2700,China,2009.00,Dengue,1331260000,0.01,'0,0,98885,51124,47761,'31,'35,'25,'9,46,54,74.06,2.23,2.01,Medication,92.9,0,77.29,'152,Medium,56.3,'3800.08,0.58,45.9
2701,India,2003.00,Malaria,1116803006,20.47,'25.52,0.18,228609575,126192485,102417090,'41,'32,'25,'2,28,72,26.02,0.41,1.39,Medication,98.33,223.16,,'8,low,33.1,'536.77,0.4,28.1
2702,Argentina,2002.00,Diabetes,38029349,0.37,'5.8,0.05,140709,70636,70073,'9,'16,'40,'35,89,11,62.01,1.29,4.16,Medication,61.03,21.89,,'129,Medium,52.9,'2907.85,0.77,89.3
2703,Nigeria,2009.00,Malaria,162049464,16.72,'18.74,0.09,27094670,14631122,12463548,'40,'32,'26,'2,43,57,48.05,0.33,0.69,Medication,63.41,197.9,21.01,'12,Medium,37,'1801.44,0.43,42.8
2704,T?u?r?k?e?y?,2011.00,Parkinson's Disease,74223629,,,,,,,,,,,,,68.07,1.14,2.89,Medication,84.55,0,-9.29,'6700,Low,40.9,'11302.07,0.65,70.5
2705,India,2009.00,Hepatitis,1225524753,0.95,'8.2,0.08,11642485,7241626,4400859,'10,'17,'35,'38,30,70,39.05,0.72,0.71,Medication,71.47,32.48,36.39,'39,Medium,37.1,'1073.2,0.45,30.4
2706,United Kingdom,2000.00,Polio,58892514,0,'0,0,2139,1035,1104,'39,'20,'10,'31,80,20,,,,Medication,69.93,0,,'238,High,30.6,'28200.68,0.8,80
2707,South Korea,2023.00,Hypertension,51712619,1.68,'29.28,0.14,868772,467399,401373,'1,'8,'35,'56,82,18,73.23,3.21,10.7,Medication,60.05,113.34,-33.16,'3835,High,78.6,'35538.22,,81.9
2708,Saudi Arabia,2013.00,HIV/A!DS,27624004,0.11,'0.98,0.01,30386,16986,13400,'6,'30,'35,'29,82,18,74.09,1.97,3.37,Therapy,57.79,4.03,-21.89,'1803,High,51.8,'26897.96,0.71,82.3
2709,China,2009.00,COVID-19,1331260000,0.52,'0.7,0,6922552,3710488,3212064,'16,'25,'30,'29,46,54,53.06,1.08,4.15,Medication,89.49,4.83,70.78,'739,None,30.3,'3800.08,0.58,45.9
2710,Mex!co,2002.00,Hepatitis,101548624,0.08,'0.65,0.01,81239,48743,32496,'9,'16,'35,'40,74,26,54.01,2.12,1.98,Medication,82.79,3.3,,'30,Medium,48.7,'7983.03,0.58,73.6
2711,G%rmany,2019.00,Leprosy,83092962,0,'0,,2779,1690,1089,'2,'17,'48,'33,77,23,81.19,2.84,2.2,Medication,74.5,0,2.1,'15739,Medium,56.8,'47358.15,0.95,77.5
2712,South Korea,2016.00,Dengue,51217803,0.01,'0,0,4084,2107,1977,'30,'35,'25,'10,81,19,73.16,3.19,10.35,Medication,73.08,0,8.51,'1386,Medium,65.8,'30783.96,0.87,80.7
2713,USA,2016.00,Diabetes,324353340,1,'16.94,0.08,3243533,1676907,1566626,'1,'15,'44,'40,82,18,78.16,2.88,8,Medication,51.63,77.2,-23.34,'3529,High,74.4,'57126.64,0.91,81.7
